S_No,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP_Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
45,TX000045,AC00011,304.31,2023-07-26 16:52:00,Debit,Louisville,D000685,77.208.193.198,M005,Branch,27,Student,33,1.0,868.61,2024-11-04 08:09:00
2510,TX002510,AC00095,28.63,2023-08-21 17:08:00,Debit,San Diego,D000095,58.1.27.124,M087,Branch,56,Retired,146,1.0,3382.91,2024-11-04 08:08:00
270,TX000270,AC00171,97.98,2023-02-06 16:09:00,Debit,Denver,D000470,211.42.9.0,M033,Branch,72,Retired,18,1.0,7460.33,2024-11-04 08:08:00
124,TX000124,AC00066,331.65,2023-08-25 17:26:00,Debit,Portland,D000037,26.240.219.199,M006,Online,41,Engineer,61,1.0,4172.57,2024-11-04 08:11:00
1308,TX001308,AC00024,28.78,2023-08-07 16:08:00,Credit,Tucson,D000041,186.135.2.148,M096,Online,40,Doctor,51,1.0,680.55,2024-11-04 08:11:00
2342,TX002342,AC00144,97.73,2023-05-29 17:55:00,Debit,Sacramento,D000038,135.29.211.116,M018,Branch,69,Doctor,156,1.0,7885.21,2024-11-04 08:08:00
801,TX000801,AC00279,628.36,2023-01-20 16:09:00,Debit,Austin,D000415,196.121.240.10,M005,Online,44,Doctor,108,1.0,11869.71,2024-11-04 08:07:00
2410,TX002410,AC00267,90.94,2023-11-24 17:55:00,Credit,Colorado Springs,D000594,45.241.13.208,M084,ATM,63,Retired,56,1.0,3896.08,2024-11-04 08:12:00
1216,TX001216,AC00097,185.07,2023-12-19 16:57:00,Debit,Colorado Springs,D000322,76.136.92.235,M062,Branch,22,Student,159,1.0,636.42,2024-11-04 08:07:00
1510,TX001510,AC00012,308.8,2023-12-26 16:08:00,Debit,Baltimore,D000256,65.164.3.100,M018,ATM,53,Retired,41,1.0,3966.54,2024-11-04 08:09:00
28,TX000028,AC00057,40.32,2023-03-29 16:42:00,Debit,Milwaukee,D000310,21.28.32.1,M008,Branch,37,Engineer,95,1.0,2686.52,2024-11-04 08:11:00
1249,TX001249,AC00073,406.81,2023-12-05 16:32:00,Debit,New York,D000073,207.157.126.125,M016,Online,66,Retired,84,1.0,1968.36,2024-11-04 08:08:00
2229,TX002229,AC00337,453.09,2023-06-05 16:24:00,Debit,San Jose,D000149,81.222.37.186,M088,Branch,48,Doctor,97,1.0,6708.65,2024-11-04 08:08:00
1005,TX001005,AC00183,55.12,2023-09-18 16:19:00,Credit,Houston,D000219,152.140.239.181,M021,Online,34,Engineer,261,1.0,3791.99,2024-11-04 08:11:00
420,TX000420,AC00480,153.4,2023-03-31 17:36:00,Debit,Mesa,D000599,162.58.247.55,M057,ATM,45,Engineer,144,1.0,4657.7,2024-11-04 08:08:00
1648,TX001648,AC00004,99.25,2023-06-26 16:53:00,Credit,Phoenix,D000524,17.87.7.140,M048,Online,63,Retired,93,1.0,2570.34,2024-11-04 08:07:00
2387,TX002387,AC00450,57.38,2023-02-13 18:27:00,Debit,Kansas City,D000238,48.19.99.211,M062,Online,28,Student,86,1.0,899.52,2024-11-04 08:08:00
479,TX000479,AC00392,334.89,2023-07-20 18:23:00,Debit,Fort Worth,D000697,32.13.122.242,M040,Online,21,Student,260,1.0,1661.68,2024-11-04 08:08:00
331,TX000331,AC00087,182.19,2023-06-19 16:36:00,Debit,Mesa,D000101,157.130.28.27,M007,Branch,26,Student,53,1.0,1176.1,2024-11-04 08:06:00
2430,TX002430,AC00464,83.6,2023-12-29 18:29:00,Debit,San Jose,D000236,79.227.202.117,M090,ATM,47,Doctor,192,1.0,13899.24,2024-11-04 08:09:00
528,TX000528,AC00364,143.54,2023-10-16 16:06:00,Debit,Philadelphia,D000432,83.207.115.164,M096,ATM,71,Retired,80,1.0,6067.62,2024-11-04 08:08:00
1391,TX001391,AC00120,301.56,2023-02-09 17:46:00,Debit,Seattle,D000014,155.37.19.43,M011,Branch,49,Doctor,118,1.0,10389.6,2024-11-04 08:10:00
498,TX000498,AC00326,322.96,2023-11-27 16:21:00,Credit,Philadelphia,D000275,135.29.211.116,M033,Branch,76,Retired,168,1.0,2401.59,2024-11-04 08:11:00
61,TX000061,AC00438,568.52,2023-10-06 18:44:00,Debit,Indianapolis,D000233,27.143.109.203,M094,ATM,46,Engineer,152,1.0,5499.91,2024-11-04 08:06:00
740,TX000740,AC00014,346.65,2024-01-01 16:17:00,Debit,Washington,D000077,43.98.242.106,M062,Online,30,Engineer,60,1.0,6356.96,2024-11-04 08:06:00
1625,TX001625,AC00324,410.49,2023-07-25 16:47:00,Credit,Atlanta,D000364,70.130.169.235,M071,Branch,25,Student,134,1.0,1843.57,2024-11-04 08:10:00
936,TX000936,AC00320,20.64,2023-04-20 16:01:00,Debit,Charlotte,D000063,197.23.128.119,M079,Branch,22,Student,59,1.0,949.38,2024-11-04 08:09:00
211,TX000211,AC00249,304.93,2023-02-24 16:23:00,Debit,Portland,D000700,21.190.11.223,M098,ATM,65,Doctor,158,1.0,13531.22,2024-11-04 08:08:00
1486,TX001486,AC00397,71.9,2023-02-20 16:28:00,Debit,Los Angeles,D000553,136.172.149.77,M013,Branch,29,Doctor,51,1.0,10619.35,2024-11-04 08:12:00
218,TX000218,AC00108,134.7,2023-08-21 16:03:00,Debit,Fort Worth,D000637,155.19.119.0,M074,ATM,50,Doctor,106,1.0,8395.85,2024-11-04 08:11:00
1231,TX001231,AC00373,124.22,2023-05-19 17:57:00,Debit,Charlotte,D000523,130.29.230.16,M013,ATM,23,Student,172,1.0,9695.04,2024-11-04 08:08:00
672,TX000672,AC00372,986.81,2023-03-31 16:52:00,Credit,Houston,D000093,145.76.10.8,M039,Online,68,Doctor,127,1.0,14881.77,2024-11-04 08:09:00
1778,TX001778,AC00212,164.52,2023-12-25 16:11:00,Debit,Dallas,D000677,197.187.216.106,M099,ATM,61,Doctor,162,1.0,11036.74,2024-11-04 08:11:00
604,TX000604,AC00203,769.97,2023-02-16 18:56:00,Debit,San Diego,D000393,24.129.74.189,M058,Branch,22,Student,23,1.0,1244.93,2024-11-04 08:09:00
2250,TX002250,AC00488,307.89,2023-07-10 16:34:00,Credit,Nashville,D000260,136.250.159.93,M032,Online,62,Retired,90,1.0,2637.55,2024-11-04 08:11:00
520,TX000520,AC00014,121.91,2023-06-26 18:39:00,Debit,Chicago,D000264,135.29.211.116,M015,Branch,60,Doctor,133,1.0,14510.8,2024-11-04 08:08:00
2042,TX002042,AC00094,58.23,2023-07-26 17:25:00,Debit,Phoenix,D000504,200.22.195.243,M068,Online,28,Student,34,1.0,9189.76,2024-11-04 08:09:00
1371,TX001371,AC00405,512.95,2023-10-16 17:08:00,Debit,Columbus,D000335,6.234.101.35,M066,Branch,57,Engineer,143,1.0,9584.52,2024-11-04 08:10:00
1023,TX001023,AC00246,77.25,2023-12-22 17:49:00,Debit,Virginia Beach,D000142,45.182.28.148,M059,Branch,68,Doctor,157,1.0,14077.97,2024-11-04 08:07:00
566,TX000566,AC00086,29.38,2023-02-15 16:30:00,Credit,Baltimore,D000053,139.23.212.102,M064,Branch,28,Student,63,1.0,1663.31,2024-11-04 08:11:00
1907,TX001907,AC00280,19.76,2023-03-31 17:50:00,Debit,Nashville,D000621,166.41.54.117,M037,ATM,20,Student,240,1.0,1523.04,2024-11-04 08:10:00
1395,TX001395,AC00438,145.4,2023-07-06 17:53:00,Debit,Tucson,D000069,49.174.157.140,M044,Online,38,Engineer,24,1.0,5244.49,2024-11-04 08:09:00
1540,TX001540,AC00344,175.02,2023-04-10 16:23:00,Debit,Phoenix,D000609,105.6.30.244,M092,Online,28,Student,71,1.0,1493.88,2024-11-04 08:09:00
1434,TX001434,AC00455,101.23,2023-08-04 18:34:00,Debit,Colorado Springs,D000696,171.150.178.172,M015,Online,45,Engineer,87,1.0,6169.71,2024-11-04 08:06:00
75,TX000075,AC00265,1173.43250801351,2023-10-04 16:36:00,Debit,Indianapolis,D000231,193.83.0.183,M036,Branch,20,Student,24,1.0,605.95,2024-11-04 08:06:00
2476,TX002476,AC00058,152.0,2023-12-18 18:11:00,Debit,Albuquerque,D000177,203.174.215.229,M060,ATM,51,Engineer,63,1.0,7531.43,2024-11-04 08:07:00
2276,TX002276,AC00367,490.82,2023-06-01 18:04:00,Debit,Kansas City,D000573,17.36.132.202,M029,ATM,26,Engineer,114,1.0,8704.27,2024-11-04 08:09:00
1457,TX001457,AC00462,105.37,2023-05-11 18:31:00,Debit,Sacramento,D000327,164.75.163.220,M043,ATM,25,Student,160,1.0,1068.55,2024-11-04 08:09:00
294,TX000294,AC00495,365.14,2023-12-01 18:46:00,Debit,Dallas,D000640,173.232.121.213,M002,Online,68,Retired,57,1.0,5894.09,2024-11-04 08:07:00
308,TX000308,AC00389,131.93,2023-09-11 17:31:00,Credit,Fort Worth,D000245,216.32.4.105,M049,Branch,31,Engineer,13,1.0,4547.06,2024-11-04 08:06:00
1007,TX001007,AC00255,353.68,2023-11-06 16:32:00,Debit,Las Vegas,D000614,147.234.20.46,M030,Online,70,Retired,145,1.0,6777.12,2024-11-04 08:08:00
466,TX000466,AC00177,623.9,2023-08-08 17:44:00,Debit,San Jose,D000162,206.84.69.39,M005,ATM,27,Student,249,1.0,711.47,2024-11-04 08:10:00
1386,TX001386,AC00292,23.01,2023-06-09 18:33:00,Debit,Las Vegas,D000363,55.154.161.250,M090,Branch,63,Retired,166,1.0,5958.75,2024-11-04 08:09:00
631,TX000631,AC00393,339.35,2023-02-03 16:08:00,Credit,Boston,D000099,197.23.128.119,M084,ATM,78,Retired,70,1.0,5002.7,2024-11-04 08:08:00
374,TX000374,AC00264,144.77,2023-07-17 16:48:00,Debit,Albuquerque,D000194,57.166.147.242,M007,Online,20,Student,159,1.0,867.32,2024-11-04 08:10:00
862,TX000862,AC00383,141.8,2023-11-15 18:56:00,Debit,Chicago,D000046,184.4.253.143,M088,ATM,18,Student,116,1.0,1697.67,2024-11-04 08:08:00
245,TX000245,AC00004,40.66,2024-01-01 16:08:00,Debit,Louisville,D000214,148.25.159.90,M061,Branch,59,Retired,156,1.0,1153.84,2024-11-04 08:11:00
848,TX000848,AC00363,214.83,2023-03-20 18:12:00,Credit,Tucson,D000228,205.45.234.42,M009,ATM,23,Student,63,1.0,991.69,2024-11-04 08:11:00
335,TX000335,AC00077,651.82,2023-04-14 17:59:00,Debit,Indianapolis,D000280,138.181.222.38,M094,ATM,21,Student,166,1.0,1802.77,2024-11-04 08:07:00
8,TX000008,AC00069,171.42,2023-05-08 17:47:00,Credit,Indianapolis,D000500,92.214.76.157,M020,Branch,67,Retired,291,1.0,2796.24,2024-11-04 08:10:00
1235,TX001235,AC00090,11.19,2023-01-02 17:34:00,Debit,Austin,D000384,195.237.152.198,M090,ATM,60,Engineer,40,1.0,9877.17,2024-11-04 08:12:00
2367,TX002367,AC00010,281.91,2023-01-12 17:10:00,Debit,Denver,D000312,24.148.92.177,M069,Branch,25,Student,269,1.0,225.53,2024-11-04 08:07:00
2187,TX002187,AC00257,512.76,2023-04-11 16:37:00,Debit,Fresno,D000678,210.228.226.64,M080,ATM,52,Doctor,26,1.0,5121.36,2024-11-04 08:07:00
108,TX000108,AC00397,756.59,2023-03-06 16:47:00,Debit,Sacramento,D000028,174.61.77.54,M012,Branch,27,Student,17,1.0,420.65,2024-11-04 08:11:00
1655,TX001655,AC00129,83.95,2023-06-14 16:16:00,Debit,New York,D000288,60.89.202.192,M015,Online,75,Retired,170,1.0,7413.18,2024-11-04 08:06:00
426,TX000426,AC00490,107.4,2023-06-22 16:47:00,Debit,Virginia Beach,D000271,146.69.70.214,M079,Online,58,Doctor,32,1.0,344.07,2024-11-04 08:08:00
768,TX000768,AC00481,327.8,2023-11-23 17:44:00,Debit,San Francisco,D000517,90.111.245.138,M054,ATM,61,Doctor,54,1.0,10585.48,2024-11-04 08:09:00
1713,TX001713,AC00390,583.3,2023-02-03 16:30:00,Credit,Nashville,D000330,4.101.189.38,M094,Online,59,Engineer,142,1.0,5896.01,2024-11-04 08:11:00
2486,TX002486,AC00051,193.38,2023-07-20 16:05:00,Debit,Memphis,D000188,91.204.200.167,M069,ATM,18,Student,285,1.0,1081.79,2024-11-04 08:10:00
1566,TX001566,AC00233,16.8,2023-11-27 17:01:00,Debit,San Diego,D000426,86.220.59.252,M021,ATM,49,Doctor,94,1.0,11847.07,2024-11-04 08:09:00
880,TX000880,AC00362,52.95,2023-08-07 18:02:00,Credit,Charlotte,D000652,148.234.210.167,M061,Online,68,Retired,14,1.0,6335.58,2024-11-04 08:07:00
1189,TX001189,AC00126,643.03,2023-08-01 16:23:00,Credit,Jacksonville,D000384,104.155.121.252,M002,Online,36,Engineer,52,1.0,2882.16,2024-11-04 08:08:00
1620,TX001620,AC00015,50.9,2023-04-24 16:14:00,Credit,Jacksonville,D000549,131.41.45.13,M089,Online,28,Student,150,1.0,1277.7,2024-11-04 08:06:00
697,TX000697,AC00497,183.67,2023-06-26 16:11:00,Debit,San Diego,D000187,77.7.223.184,M085,Online,19,Student,238,1.0,910.26,2024-11-04 08:11:00
1834,TX001834,AC00167,133.07,2023-09-13 16:22:00,Debit,Sacramento,D000312,207.157.126.125,M001,Branch,21,Student,155,1.0,1670.99,2024-11-04 08:08:00
1186,TX001186,AC00060,74.27,2023-07-13 17:17:00,Credit,Memphis,D000249,190.164.160.79,M090,Online,59,Doctor,148,1.0,13696.61,2024-11-04 08:11:00
282,TX000282,AC00362,45.77,2023-02-09 17:50:00,Debit,Philadelphia,D000484,85.239.236.80,M066,Online,25,Student,109,1.0,5978.12,2024-11-04 08:08:00
481,TX000481,AC00306,144.3,2023-12-08 17:24:00,Debit,Oklahoma City,D000098,93.170.203.44,M049,ATM,18,Student,88,1.0,312.19,2024-11-04 08:10:00
1110,TX001110,AC00061,391.08,2023-04-28 17:12:00,Debit,Fresno,D000290,35.220.238.127,M029,Online,56,Retired,105,1.0,6885.16,2024-11-04 08:10:00
2211,TX002211,AC00349,23.14,2023-11-15 17:23:00,Credit,Mesa,D000555,122.30.82.244,M064,Online,47,Doctor,93,1.0,10536.54,2024-11-04 08:09:00
192,TX000192,AC00099,226.37,2023-09-18 17:07:00,Credit,Louisville,D000631,206.62.122.93,M041,Branch,49,Doctor,141,1.0,9840.04,2024-11-04 08:09:00
2044,TX002044,AC00032,248.76,2023-03-20 18:51:00,Debit,Portland,D000390,149.46.124.220,M070,Branch,21,Student,117,1.0,6178.77,2024-11-04 08:09:00
1880,TX001880,AC00460,0.84,2024-01-01 16:45:00,Debit,Austin,D000527,136.172.149.77,M036,ATM,52,Engineer,31,1.0,2207.54,2024-11-04 08:07:00
1543,TX001543,AC00291,146.51,2023-01-25 17:12:00,Debit,Albuquerque,D000575,219.98.242.240,M097,ATM,53,Engineer,68,1.0,7089.9,2024-11-04 08:10:00
553,TX000553,AC00158,245.93,2023-06-06 18:53:00,Debit,Fresno,D000096,219.98.242.240,M054,Branch,54,Engineer,172,1.0,7986.63,2024-11-04 08:11:00
567,TX000567,AC00216,319.85,2023-07-26 16:44:00,Debit,Denver,D000589,219.31.152.129,M083,ATM,60,Doctor,148,1.0,711.66,2024-11-04 08:07:00
333,TX000333,AC00418,288.17,2023-09-08 16:48:00,Debit,Virginia Beach,D000399,143.212.47.226,M012,Online,37,Engineer,50,1.0,3653.11,2024-11-04 08:10:00
1052,TX001052,AC00228,175.21,2023-12-21 18:44:00,Credit,Mesa,D000059,96.162.11.85,M049,ATM,69,Doctor,69,1.0,6039.04,2024-11-04 08:08:00
2416,TX002416,AC00459,414.49,2023-02-13 16:03:00,Credit,Phoenix,D000311,109.42.41.157,M051,Online,58,Doctor,108,1.0,12709.58,2024-11-04 08:09:00
1001,TX001001,AC00345,16.73,2023-02-22 17:39:00,Debit,Houston,D000411,27.215.118.94,M073,Online,45,Engineer,48,1.0,2202.62,2024-11-04 08:09:00
1855,TX001855,AC00483,150.3,2023-08-07 17:25:00,Debit,Las Vegas,D000362,188.77.83.72,M077,Online,41,Doctor,204,1.0,14371.08,2024-11-04 08:08:00
1095,TX001095,AC00441,86.41,2023-03-27 17:54:00,Debit,Fresno,D000061,168.55.199.214,M099,ATM,75,Retired,125,1.0,3128.71,2024-11-04 08:11:00
1002,TX001002,AC00458,317.12,2023-12-11 16:03:00,Debit,Fort Worth,D000007,57.232.212.116,M018,Branch,44,Doctor,80,1.0,14409.74,2024-11-04 08:08:00
1151,TX001151,AC00100,151.82,2023-07-17 16:32:00,Debit,Chicago,D000347,165.114.224.47,M013,ATM,51,Retired,105,1.0,2197.12,2024-11-04 08:11:00
2445,TX002445,AC00269,177.05,2023-08-29 16:22:00,Debit,Philadelphia,D000603,40.45.69.120,M060,Branch,24,Student,235,1.0,4287.82,2024-11-04 08:06:00
1305,TX001305,AC00083,609.52,2023-07-28 16:03:00,Debit,Washington,D000672,125.225.212.244,M076,ATM,78,Retired,169,1.0,3485.03,2024-11-04 08:08:00
2264,TX002264,AC00431,222.66,2023-06-28 16:05:00,Debit,Detroit,D000106,35.67.21.23,M038,Online,39,Doctor,88,1.0,14466.38,2024-11-04 08:10:00
2009,TX002009,AC00481,249.56,2023-11-20 16:05:00,Debit,New York,D000617,49.10.93.200,M083,Branch,76,Retired,246,1.0,4444.95,2024-11-04 08:11:00
635,TX000635,AC00275,340.05,2023-10-27 17:26:00,Debit,Detroit,D000196,163.58.140.206,M038,ATM,43,Engineer,37,1.0,7234.15,2024-11-04 08:07:00
1986,TX001986,AC00245,77.44,2023-06-26 16:28:00,Debit,Washington,D000218,195.164.171.146,M011,Branch,58,Retired,268,1.0,1950.63,2024-11-04 08:10:00
1350,TX001350,AC00185,22.3,2023-05-01 16:57:00,Debit,Philadelphia,D000035,133.63.96.21,M030,ATM,21,Student,90,1.0,1200.35,2024-11-04 08:12:00
2318,TX002318,AC00096,535.4,2023-05-12 18:38:00,Debit,San Diego,D000453,49.29.37.185,M023,Branch,23,Student,110,1.0,651.84,2024-11-04 08:08:00
1951,TX001951,AC00382,223.22,2023-07-17 16:20:00,Debit,Fort Worth,D000397,66.255.7.16,M018,ATM,27,Student,96,1.0,1734.22,2024-11-04 08:08:00
1568,TX001568,AC00453,159.0,2023-03-06 18:04:00,Debit,Las Vegas,D000545,77.92.193.22,M059,ATM,49,Engineer,38,1.0,369.79,2024-11-04 08:08:00
2144,TX002144,AC00402,75.77,2023-08-07 17:48:00,Debit,Charlotte,D000172,218.83.2.94,M090,Branch,51,Engineer,148,1.0,8361.7,2024-11-04 08:09:00
320,TX000320,AC00444,29.34,2023-03-09 17:37:00,Debit,Louisville,D000029,40.198.240.246,M087,Online,65,Retired,30,1.0,3944.82,2024-11-04 08:11:00
720,TX000720,AC00465,737.34,2023-03-20 17:45:00,Debit,Miami,D000041,93.146.251.20,M006,Online,30,Doctor,34,1.0,7336.56,2024-11-04 08:08:00
1352,TX001352,AC00335,315.94,2023-02-27 17:06:00,Credit,Raleigh,D000625,8.244.162.185,M024,Branch,49,Doctor,172,1.0,7719.71,2024-11-04 08:12:00
868,TX000868,AC00009,87.38,2023-03-03 18:23:00,Debit,Atlanta,D000356,3.200.166.167,M054,Branch,21,Student,252,1.0,1504.99,2024-11-04 08:09:00
386,TX000386,AC00456,101.04,2023-07-10 18:16:00,Debit,San Antonio,D000020,143.212.47.226,M067,ATM,27,Student,160,1.0,1695.57,2024-11-04 08:06:00
1578,TX001578,AC00233,67.07,2023-06-05 16:24:00,Credit,Los Angeles,D000038,89.237.88.251,M048,ATM,24,Student,56,1.0,999.62,2024-11-04 08:10:00
1115,TX001115,AC00061,362.09,2023-02-27 16:59:00,Debit,New York,D000449,187.52.200.18,M093,Branch,32,Engineer,31,1.0,6590.28,2024-11-04 08:07:00
435,TX000435,AC00217,79.76,2023-02-06 16:26:00,Debit,Raleigh,D000268,157.130.28.27,M055,Branch,39,Engineer,170,1.0,6452.14,2024-11-04 08:09:00
2415,TX002415,AC00028,1173.43250801351,2023-09-25 17:11:00,Debit,San Antonio,D000072,116.106.207.139,M064,Branch,18,Student,65,1.0,1588.31,2024-11-04 08:07:00
109,TX000109,AC00423,503.76,2023-11-27 18:32:00,Debit,Los Angeles,D000518,216.151.64.40,M083,Online,22,Student,35,1.0,447.82,2024-11-04 08:09:00
1217,TX001217,AC00433,293.54,2023-01-16 17:26:00,Debit,Sacramento,D000255,16.94.155.46,M026,Online,40,Engineer,45,1.0,2290.1,2024-11-04 08:08:00
1995,TX001995,AC00114,77.57,2023-12-13 17:02:00,Debit,Atlanta,D000441,136.104.90.223,M091,Online,49,Doctor,225,1.0,12801.93,2024-11-04 08:07:00
2316,TX002316,AC00191,56.15,2023-12-28 18:53:00,Debit,Nashville,D000336,216.79.134.201,M089,Branch,31,Doctor,77,1.0,13265.92,2024-11-04 08:09:00
582,TX000582,AC00205,84.59,2023-04-19 16:54:00,Credit,Las Vegas,D000560,152.140.239.181,M004,Branch,67,Doctor,10,1.0,5669.1,2024-11-04 08:07:00
1495,TX001495,AC00142,25.58,2023-11-16 16:33:00,Debit,Omaha,D000083,194.29.57.163,M048,ATM,60,Engineer,166,1.0,6741.41,2024-11-04 08:06:00
1060,TX001060,AC00487,85.31,2023-12-11 16:06:00,Debit,Kansas City,D000332,45.64.74.86,M019,ATM,62,Retired,27,1.0,6095.65,2024-11-04 08:08:00
82,TX000082,AC00445,345.39,2023-10-23 17:13:00,Credit,Phoenix,D000097,131.41.45.13,M081,Online,58,Engineer,80,1.0,6451.96,2024-11-04 08:08:00
699,TX000699,AC00277,470.3,2023-09-12 18:46:00,Debit,Austin,D000695,41.110.46.150,M091,ATM,40,Doctor,88,1.0,8524.09,2024-11-04 08:08:00
922,TX000922,AC00495,197.18,2023-05-09 16:47:00,Debit,Tucson,D000042,189.20.224.220,M011,Online,28,Engineer,135,1.0,3114.92,2024-11-04 08:10:00
2357,TX002357,AC00130,423.96,2023-01-30 18:50:00,Debit,San Diego,D000042,138.181.222.38,M086,ATM,43,Doctor,75,1.0,8374.38,2024-11-04 08:08:00
1900,TX001900,AC00185,868.05,2023-01-12 16:35:00,Credit,San Diego,D000255,197.52.3.107,M024,Online,49,Engineer,119,1.0,3931.03,2024-11-04 08:09:00
334,TX000334,AC00187,118.77,2023-10-02 17:44:00,Debit,Atlanta,D000310,104.80.232.55,M066,Branch,55,Engineer,123,1.0,2104.82,2024-11-04 08:10:00
1199,TX001199,AC00480,201.73,2023-09-05 18:45:00,Debit,Baltimore,D000246,214.67.148.245,M096,Online,57,Engineer,78,1.0,6650.71,2024-11-04 08:12:00
1145,TX001145,AC00040,199.8,2023-07-24 16:18:00,Debit,Detroit,D000138,35.246.53.10,M038,ATM,20,Student,163,1.0,167.28,2024-11-04 08:11:00
1879,TX001879,AC00047,750.95,2023-09-08 18:16:00,Debit,Chicago,D000551,136.105.231.135,M100,Branch,78,Retired,27,1.0,5134.37,2024-11-04 08:11:00
1188,TX001188,AC00483,615.58,2023-09-25 16:40:00,Debit,Jacksonville,D000649,168.55.199.214,M059,ATM,42,Doctor,133,1.0,14343.0,2024-11-04 08:10:00
1811,TX001811,AC00152,613.21,2023-03-15 17:45:00,Debit,Tucson,D000614,69.160.14.157,M098,ATM,61,Retired,157,1.0,3279.12,2024-11-04 08:10:00
1921,TX001921,AC00431,233.71,2023-03-13 17:30:00,Debit,Jacksonville,D000450,114.115.12.20,M040,Online,19,Student,297,1.0,1231.98,2024-11-04 08:12:00
996,TX000996,AC00039,50.29,2023-09-18 16:13:00,Credit,Raleigh,D000499,171.150.178.172,M028,Online,58,Doctor,64,1.0,7604.9,2024-11-04 08:07:00
569,TX000569,AC00298,163.94,2023-08-03 18:49:00,Credit,Virginia Beach,D000352,154.48.233.165,M041,Branch,52,Retired,73,1.0,5957.37,2024-11-04 08:09:00
1519,TX001519,AC00271,213.42,2023-07-27 17:30:00,Debit,Columbus,D000536,133.67.250.163,M052,ATM,45,Engineer,17,1.0,3736.38,2024-11-04 08:11:00
1979,TX001979,AC00327,1173.43250801351,2023-11-27 16:02:00,Credit,Las Vegas,D000507,156.187.182.236,M066,Online,50,Doctor,109,1.0,8611.17,2024-11-04 08:11:00
2081,TX002081,AC00492,180.36,2023-05-30 16:12:00,Credit,Oklahoma City,D000451,184.185.209.72,M021,Online,33,Engineer,55,1.0,9905.23,2024-11-04 08:06:00
306,TX000306,AC00431,378.85,2023-06-16 17:21:00,Debit,Virginia Beach,D000043,192.95.36.246,M089,Branch,78,Retired,126,1.0,2300.53,2024-11-04 08:09:00
2224,TX002224,AC00385,220.52,2023-06-07 16:07:00,Debit,Seattle,D000512,47.82.77.181,M054,ATM,57,Retired,152,1.0,1793.09,2024-11-04 08:07:00
208,TX000208,AC00370,485.54,2023-02-06 17:46:00,Debit,Houston,D000589,140.212.253.222,M061,ATM,46,Engineer,143,1.0,6371.51,2024-11-04 08:11:00
971,TX000971,AC00017,215.39,2023-06-21 16:23:00,Debit,Detroit,D000409,196.121.240.10,M019,ATM,27,Student,216,1.0,1582.55,2024-11-04 08:11:00
1700,TX001700,AC00244,152.34,2023-10-12 17:10:00,Debit,Omaha,D000128,110.64.1.201,M044,Branch,55,Doctor,115,1.0,6853.51,2024-11-04 08:08:00
826,TX000826,AC00077,408.19,2023-12-15 16:48:00,Debit,Mesa,D000369,19.20.13.234,M038,Branch,26,Engineer,241,1.0,6847.47,2024-11-04 08:08:00
1586,TX001586,AC00254,165.91,2023-03-15 17:40:00,Debit,Jacksonville,D000574,1.198.76.182,M084,ATM,26,Student,84,1.0,587.12,2024-11-04 08:09:00
1966,TX001966,AC00187,36.63,2023-05-04 17:02:00,Debit,Miami,D000560,16.94.155.46,M094,ATM,75,Retired,261,1.0,7941.73,2024-11-04 08:07:00
1313,TX001313,AC00001,47.79,2023-09-15 17:00:00,Debit,Denver,D000649,59.12.96.11,M034,Branch,25,Student,37,1.0,1649.92,2024-11-04 08:11:00
634,TX000634,AC00215,135.57,2023-06-14 17:17:00,Credit,Boston,D000225,147.119.62.178,M073,Branch,51,Doctor,116,1.0,11351.64,2024-11-04 08:11:00
909,TX000909,AC00076,366.43,2023-01-30 16:38:00,Credit,Portland,D000069,40.244.94.218,M080,Online,21,Student,92,1.0,1560.45,2024-11-04 08:09:00
2178,TX002178,AC00272,354.91,2023-12-18 16:33:00,Debit,Boston,D000174,172.111.76.65,M086,ATM,74,Retired,191,1.0,3872.55,2024-11-04 08:09:00
1595,TX001595,AC00297,261.19,2023-01-12 17:12:00,Debit,Oklahoma City,D000608,88.55.149.101,M078,ATM,64,Retired,52,1.0,7620.6,2024-11-04 08:09:00
1032,TX001032,AC00258,66.69,2023-11-01 16:03:00,Credit,San Antonio,D000624,52.50.209.49,M043,Branch,25,Student,140,1.0,1210.33,2024-11-04 08:07:00
1272,TX001272,AC00475,188.13,2023-06-02 18:12:00,Credit,Jacksonville,D000157,175.210.47.87,M091,Online,75,Retired,198,1.0,5029.87,2024-11-04 08:10:00
1896,TX001896,AC00499,49.67,2023-02-20 18:48:00,Debit,Atlanta,D000560,184.4.253.143,M030,Online,21,Student,146,1.0,842.94,2024-11-04 08:08:00
1782,TX001782,AC00478,216.76,2023-11-09 17:26:00,Credit,Omaha,D000097,205.69.66.135,M033,Online,47,Engineer,138,1.0,643.64,2024-11-04 08:09:00
1565,TX001565,AC00393,28.38,2023-05-18 16:24:00,Debit,Sacramento,D000700,149.84.108.18,M083,Branch,55,Doctor,98,1.0,173.7,2024-11-04 08:08:00
1740,TX001740,AC00408,248.15,2023-06-15 16:41:00,Debit,Milwaukee,D000043,201.113.165.203,M018,ATM,75,Retired,202,1.0,2649.23,2024-11-04 08:08:00
